Verb,Tense,Form
mond,Conditional past indefinite tense,mondtam volna
mond,Conditional past indefinite tense,mondtál volna
mond,Conditional past indefinite tense,mondott volna
mond,Conditional past indefinite tense,mondtunk volna
mond,Conditional past indefinite tense,mondtatok volna
mond,Conditional past indefinite tense,mondtak volna
mond,Conditional past definite tense,mondtam volna
mond,Conditional past definite tense,mondtad volna
mond,Conditional past definite tense,mondta volna
mond,Conditional past definite tense,mondtuk volna
mond,Conditional past definite tense,mondtátok volna
mond,Conditional past definite tense,mondták volna
mond,Future indefinite tense,fogok mondani
mond,Future indefinite tense,fogsz mondani
mond,Future indefinite tense,fog mondani
mond,Future indefinite tense,fogunk mondani
mond,Future indefinite tense,fogtok mondani
mond,Future indefinite tense,fognak mondani
mond,Future definite tense,fogom mondani
mond,Future definite tense,fogod mondani
mond,Future definite tense,fogja mondani
mond,Future definite tense,fogjuk mondani
mond,Future definite tense,fogjátok mondani
mond,Future definite tense,fogják mondani
mond,Subjunctive present definite tense,mondjam
mond,Subjunctive present definite tense,mondd
mond,Subjunctive present definite tense,mondja
mond,Subjunctive present definite tense,mondjuk
mond,Subjunctive present definite tense,mondjátok
mond,Subjunctive present definite tense,mondják
mond,Subjunctive present indefinite tense,mondjak
mond,Subjunctive present indefinite tense,mondj
mond,Subjunctive present indefinite tense,mondjon
mond,Subjunctive present indefinite tense,mondjunk
mond,Subjunctive present indefinite tense,mondjatok
mond,Subjunctive present indefinite tense,mondjanak
mond,Conjugated infinitives,mondanom
mond,Conjugated infinitives,mondanod
mond,Conjugated infinitives,mondania
mond,Conjugated infinitives,mondanunk
mond,Conjugated infinitives,mondanotok
mond,Conjugated infinitives,mondaniuk
vesz,Present indefinite tense,veszek
vesz,Present indefinite tense,veszel
vesz,Present indefinite tense,vesz
vesz,Present indefinite tense,veszünk
vesz,Present indefinite tense,vesztek
vesz,Present indefinite tense,vesznek
vesz,Present definite tense,veszem
vesz,Present definite tense,veszed
vesz,Present definite tense,veszi
vesz,Present definite tense,vesszük
vesz,Present definite tense,veszitek
vesz,Present definite tense,veszik
vesz,Past indefinite tense,vettem
vesz,Past indefinite tense,vettél
vesz,Past indefinite tense,vett
vesz,Past indefinite tense,vettünk
vesz,Past indefinite tense,vettetek
vesz,Past indefinite tense,vettek
vesz,Past definite tense,vettem
vesz,Past definite tense,vetted
vesz,Past definite tense,vette
vesz,Past definite tense,vettük
vesz,Past definite tense,vettétek
vesz,Past definite tense,vették
vesz,Conditional present indefinite tense,vennék
vesz,Conditional present indefinite tense,vennél
vesz,Conditional present indefinite tense,venne
vesz,Conditional present indefinite tense,vennénk
vesz,Conditional present indefinite tense,vennétek
vesz,Conditional present indefinite tense,vennének
vesz,Conditional present definite tense,venném
vesz,Conditional present definite tense,vennéd
vesz,Conditional present definite tense,venné
vesz,Conditional present definite tense,vennénk
vesz,Conditional present definite tense,vennétek
vesz,Conditional present definite tense,vennék
vesz,Conditional past indefinite tense,vettem volna
vesz,Conditional past indefinite tense,vettél volna
vesz,Conditional past indefinite tense,vett volna
vesz,Conditional past indefinite tense,vettünk volna
vesz,Conditional past indefinite tense,vettetek volna
vesz,Conditional past indefinite tense,vettek volna
vesz,Conditional past definite tense,vettem volna
vesz,Conditional past definite tense,vetted volna
vesz,Conditional past definite tense,vette volna
vesz,Conditional past definite tense,vettük volna
vesz,Conditional past definite tense,vettétek volna
vesz,Conditional past definite tense,vették volna
vesz,Future indefinite tense,fogok venni
vesz,Future indefinite tense,fogsz venni
vesz,Future indefinite tense,fog venni
vesz,Future indefinite tense,fogunk venni
vesz,Future indefinite tense,fogtok venni
vesz,Future indefinite tense,fognak venni
vesz,Future definite tense,fogom venni
vesz,Future definite tense,fogod venni
vesz,Future definite tense,fogja venni
vesz,Future definite tense,fogjuk venni
vesz,Future definite tense,fogjátok venni
vesz,Future definite tense,fogják venni
vesz,Subjunctive present definite tense,vegyem
vesz,Subjunctive present definite tense,vedd
vesz,Subjunctive present definite tense,vegye
vesz,Subjunctive present definite tense,vegyük
vesz,Subjunctive present definite tense,vegyétek
vesz,Subjunctive present definite tense,vegyék
vesz,Subjunctive present indefinite tense,vegyek
vesz,Subjunctive present indefinite tense,végy
vesz,Subjunctive present indefinite tense,vegyen
vesz,Subjunctive present indefinite tense,vegyünk
vesz,Subjunctive present indefinite tense,vegyetek
vesz,Subjunctive present indefinite tense,vegyenek
vesz,Conjugated infinitives,vennem
vesz,Conjugated infinitives,venned
vesz,Conjugated infinitives,vennie
vesz,Conjugated infinitives,vennünk
vesz,Conjugated infinitives,vennetek
vesz,Conjugated infinitives,venniük
készít,Present indefinite tense,készítek
készít,Present indefinite tense,készítesz
készít,Present indefinite tense,készít
készít,Present indefinite tense,készítünk
készít,Present indefinite tense,készítetek
készít,Present indefinite tense,készítenek
készít,Present definite tense,készítem
készít,Present definite tense,készíted
készít,Present definite tense,készíti
készít,Present definite tense,készítjük
készít,Present definite tense,készítitek
készít,Present definite tense,készítik
készít,Past indefinite tense,készítettem
készít,Past indefinite tense,készítettél
készít,Past indefinite tense,készített
készít,Past indefinite tense,készítettünk
készít,Past indefinite tense,készítettetek
készít,Past indefinite tense,készítettek
készít,Past definite tense,készítettem
készít,Past definite tense,készítetted
készít,Past definite tense,készítette
készít,Past definite tense,készítettük
készít,Past definite tense,készítettétek
készít,Past definite tense,készítették
készít,Conditional present indefinite tense,készítenék
készít,Conditional present indefinite tense,készítenél
készít,Conditional present indefinite tense,készítene
készít,Conditional present indefinite tense,készítenénk
készít,Conditional present indefinite tense,készítenétek
készít,Conditional present indefinite tense,készítenének
készít,Conditional present definite tense,készíteném
készít,Conditional present definite tense,készítenéd
készít,Conditional present definite tense,készítené
készít,Conditional present definite tense,készítenénk
készít,Conditional present definite tense,készítenétek
készít,Conditional present definite tense,készítenék
készít,Conditional past indefinite tense,készítettem volna
készít,Conditional past indefinite tense,készítettél volna
készít,Conditional past indefinite tense,készített volna
készít,Conditional past indefinite tense,készítettünk volna
készít,Conditional past indefinite tense,készítettetek volna
készít,Conditional past indefinite tense,készítettek volna
készít,Conditional past definite tense,készítettem volna
készít,Conditional past definite tense,készítetted volna
készít,Conditional past definite tense,készítette volna
készít,Conditional past definite tense,készítettük volna
készít,Conditional past definite tense,készítettétek volna
készít,Conditional past definite tense,készítették volna
készít,Future indefinite tense,fogok készíteni
készít,Future indefinite tense,fogsz készíteni
készít,Future indefinite tense,fog készíteni
készít,Future indefinite tense,fogunk készíteni
készít,Future indefinite tense,fogtok készíteni
készít,Future indefinite tense,fognak készíteni
készít,Future definite tense,fogom készíteni
készít,Future definite tense,fogod készíteni
készít,Future definite tense,fogja készíteni
készít,Future definite tense,fogjuk készíteni
készít,Future definite tense,fogjátok készíteni
készít,Future definite tense,fogják készíteni
készít,Subjunctive present definite tense,készítsem
készít,Subjunctive present definite tense,készítsd
készít,Subjunctive present definite tense,készítse
készít,Subjunctive present definite tense,készítsük
készít,Subjunctive present definite tense,készítsétek
készít,Subjunctive present definite tense,készítsék
készít,Subjunctive present indefinite tense,készítsek
készít,Subjunctive present indefinite tense,készíts
készít,Subjunctive present indefinite tense,készítsen
készít,Subjunctive present indefinite tense,készítsünk
készít,Subjunctive present indefinite tense,készítsetek
készít,Subjunctive present indefinite tense,készítsenek
készít,Conjugated infinitives,készítenem
készít,Conjugated infinitives,készítened
készít,Conjugated infinitives,készítenie
készít,Conjugated infinitives,készítenünk
készít,Conjugated infinitives,készítenetek
készít,Conjugated infinitives,készíteniük
tud,Present indefinite tense,tudok
tud,Present indefinite tense,tudsz
tud,Present indefinite tense,tud
tud,Present indefinite tense,tudunk
tud,Present indefinite tense,tudtok
tud,Present indefinite tense,tudnak
tud,Present definite tense,tudom
tud,Present definite tense,tudod
tud,Present definite tense,tudja
tud,Present definite tense,tudjuk
tud,Present definite tense,tudjátok
tud,Present definite tense,tudják
tud,Past indefinite tense,tudtam
tud,Past indefinite tense,tudtál
tud,Past indefinite tense,tudott
tud,Past indefinite tense,tudtunk
tud,Past indefinite tense,tudtatok
tud,Past indefinite tense,tudtak
tud,Past definite tense,tudtam
tud,Past definite tense,tudtad
tud,Past definite tense,tudta
tud,Past definite tense,tudtuk
tud,Past definite tense,tudtátok
tud,Past definite tense,tudták
tud,Conditional present indefinite tense,tudnék
tud,Conditional present indefinite tense,tudnál
tud,Conditional present indefinite tense,tudna
tud,Conditional present indefinite tense,tudnánk
tud,Conditional present indefinite tense,tudnátok
tud,Conditional present indefinite tense,tudnának
tud,Conditional present definite tense,tudnám
tud,Conditional present definite tense,tudnád
tud,Conditional present definite tense,tudná
tud,Conditional present definite tense,tudnánk
tud,Conditional present definite tense,tudnátok
tud,Conditional present definite tense,tudnák
tud,Conditional past indefinite tense,tudtam volna
tud,Conditional past indefinite tense,tudtál volna
tud,Conditional past indefinite tense,tudott volna
tud,Conditional past indefinite tense,tudtunk volna
tud,Conditional past indefinite tense,tudtatok volna
tud,Conditional past indefinite tense,tudtak volna
tud,Conditional past definite tense,tudtam volna
tud,Conditional past definite tense,tudtad volna
tud,Conditional past definite tense,tudta volna
tud,Conditional past definite tense,tudtuk volna
tud,Conditional past definite tense,tudtátok volna
tud,Conditional past definite tense,tudták volna
tud,Future indefinite tense,fogok tudni
tud,Future indefinite tense,fogsz tudni
tud,Future indefinite tense,fog tudni
tud,Future indefinite tense,fogunk tudni
tud,Future indefinite tense,fogtok tudni
tud,Future indefinite tense,fognak tudni
tud,Future definite tense,fogom tudni
tud,Future definite tense,fogod tudni
tud,Future definite tense,fogja tudni
tud,Future definite tense,fogjuk tudni
tud,Future definite tense,fogjátok tudni
tud,Future definite tense,fogják tudni
tud,Subjunctive present definite tense,tudjam
tud,Subjunctive present definite tense,tudd
tud,Subjunctive present definite tense,tudja
tud,Subjunctive present definite tense,tudjuk
tud,Subjunctive present definite tense,tudjátok
tud,Subjunctive present definite tense,tudják
tud,Subjunctive present indefinite tense,tudjak
tud,Subjunctive present indefinite tense,tudj
tud,Subjunctive present indefinite tense,tudjon
tud,Subjunctive present indefinite tense,tudjunk
tud,Subjunctive present indefinite tense,tudjatok
tud,Subjunctive present indefinite tense,tudjanak
tud,Conjugated infinitives,tudnom
tud,Conjugated infinitives,tudnod
tud,Conjugated infinitives,tudnia
tud,Conjugated infinitives,tudnunk
tud,Conjugated infinitives,tudnotok
tud,Conjugated infinitives,tudniuk
gondol,Present indefinite tense,gondolok
gondol,Present indefinite tense,gondolsz
gondol,Present indefinite tense,gondol
gondol,Present indefinite tense,gondolunk
gondol,Present indefinite tense,gondoltok
gondol,Present indefinite tense,gondolnak
gondol,Present definite tense,gondolom
gondol,Present definite tense,gondolod
gondol,Present definite tense,gondolja
gondol,Present definite tense,gondoljuk
gondol,Present definite tense,gondoljátok
gondol,Present definite tense,gondolják
gondol,Past indefinite tense,gondoltam
gondol,Past indefinite tense,gondoltál
gondol,Past indefinite tense,gondolt
gondol,Past indefinite tense,gondoltunk
gondol,Past indefinite tense,gondoltatok
gondol,Past indefinite tense,gondoltak
gondol,Past definite tense,gondoltam
gondol,Past definite tense,gondoltad
gondol,Past definite tense,gondolta
gondol,Past definite tense,gondoltuk
gondol,Past definite tense,gondoltátok
gondol,Past definite tense,gondolták
gondol,Conditional present indefinite tense,gondolnék
gondol,Conditional present indefinite tense,gondolnál
gondol,Conditional present indefinite tense,gondolna
gondol,Conditional present indefinite tense,gondolnánk
gondol,Conditional present indefinite tense,gondolnátok
gondol,Conditional present indefinite tense,gondolnának
gondol,Conditional present definite tense,gondolnám
gondol,Conditional present definite tense,gondolnád
gondol,Conditional present definite tense,gondolná
gondol,Conditional present definite tense,gondolnánk
gondol,Conditional present definite tense,gondolnátok
gondol,Conditional present definite tense,gondolnák
gondol,Conditional past indefinite tense,gondoltam volna
gondol,Conditional past indefinite tense,gondoltál volna
gondol,Conditional past indefinite tense,gondolt volna
gondol,Conditional past indefinite tense,gondoltunk volna
gondol,Conditional past indefinite tense,gondoltatok volna
gondol,Conditional past indefinite tense,gondoltak volna
gondol,Conditional past definite tense,gondoltam volna
gondol,Conditional past definite tense,gondoltad volna
gondol,Conditional past definite tense,gondolta volna
gondol,Conditional past definite tense,gondoltuk volna
gondol,Conditional past definite tense,gondoltátok volna
gondol,Conditional past definite tense,gondolták volna
gondol,Future indefinite tense,fogok gondolni
gondol,Future indefinite tense,fogsz gondolni
gondol,Future indefinite tense,fog gondolni
gondol,Future indefinite tense,fogunk gondolni
gondol,Future indefinite tense,fogtok gondolni
gondol,Future indefinite tense,fognak gondolni
gondol,Future definite tense,fogom gondolni
gondol,Future definite tense,fogod gondolni
gondol,Future definite tense,fogja gondolni
gondol,Future definite tense,fogjuk gondolni
gondol,Future definite tense,fogjátok gondolni
gondol,Future definite tense,fogják gondolni
gondol,Subjunctive present definite tense,gondoljam
gondol,Subjunctive present definite tense,gondold
gondol,Subjunctive present definite tense,gondolja
gondol,Subjunctive present definite tense,gondoljuk
gondol,Subjunctive present definite tense,gondoljátok
gondol,Subjunctive present definite tense,gondolják
gondol,Subjunctive present indefinite tense,gondoljak
gondol,Subjunctive present indefinite tense,gondolj
gondol,Subjunctive present indefinite tense,gondoljon
gondol,Subjunctive present indefinite tense,gondoljunk
gondol,Subjunctive present indefinite tense,gondoljatok
gondol,Subjunctive present indefinite tense,gondoljanak
gondol,Conjugated infinitives,gondolnom
gondol,Conjugated infinitives,gondolnod
gondol,Conjugated infinitives,gondolnia
gondol,Conjugated infinitives,gondolnunk
gondol,Conjugated infinitives,gondolnotok
gondol,Conjugated infinitives,gondolniuk
kap,Present indefinite tense,kapok
kap,Present indefinite tense,kapsz
kap,Present indefinite tense,kap
kap,Present indefinite tense,kapunk
kap,Present indefinite tense,kaptok
kap,Present indefinite tense,kapnak
kap,Present definite tense,kapom
kap,Present definite tense,kapod
kap,Present definite tense,kapja
kap,Present definite tense,kapjuk
kap,Present definite tense,kapjátok
kap,Present definite tense,kapják
kap,Past indefinite tense,kaptam
kap,Past indefinite tense,kaptál
kap,Past indefinite tense,kapott
kap,Past indefinite tense,kaptunk
kap,Past indefinite tense,kaptatok
kap,Past indefinite tense,kaptak
kap,Past definite tense,kaptam
kap,Past definite tense,kaptad
kap,Past definite tense,kapta
kap,Past definite tense,kaptuk
kap,Past definite tense,kaptátok
kap,Past definite tense,kapták
kap,Conditional present indefinite tense,kapnék
kap,Conditional present indefinite tense,kapnál
kap,Conditional present indefinite tense,kapna
kap,Conditional present indefinite tense,kapnánk
kap,Conditional present indefinite tense,kapnátok
kap,Conditional present indefinite tense,kapnának
kap,Conditional present definite tense,kapnám
kap,Conditional present definite tense,kapnád
kap,Conditional present definite tense,kapná
kap,Conditional present definite tense,kapnánk
kap,Conditional present definite tense,kapnátok
kap,Conditional present definite tense,kapnák
kap,Conditional past indefinite tense,kaptam volna
kap,Conditional past indefinite tense,kaptál volna
kap,Conditional past indefinite tense,kapott volna
kap,Conditional past indefinite tense,kaptunk volna
kap,Conditional past indefinite tense,kaptatok volna
kap,Conditional past indefinite tense,kaptak volna
kap,Conditional past definite tense,kaptam volna
kap,Conditional past definite tense,kaptad volna
kap,Conditional past definite tense,kapta volna
kap,Conditional past definite tense,kaptuk volna
kap,Conditional past definite tense,kaptátok volna
kap,Conditional past definite tense,kapták volna
kap,Future indefinite tense,fogok kapni
kap,Future indefinite tense,fogsz kapni
kap,Future indefinite tense,fog kapni
kap,Future indefinite tense,fogunk kapni
kap,Future indefinite tense,fogtok kapni
kap,Future indefinite tense,fognak kapni
kap,Future definite tense,fogom kapni
kap,Future definite tense,fogod kapni
kap,Future definite tense,fogja kapni
kap,Future definite tense,fogjuk kapni
kap,Future definite tense,fogjátok kapni
kap,Future definite tense,fogják kapni
kap,Subjunctive present definite tense,kapjam
kap,Subjunctive present definite tense,kapd
kap,Subjunctive present definite tense,kapja
kap,Subjunctive present definite tense,kapjuk
kap,Subjunctive present definite tense,kapjátok
kap,Subjunctive present definite tense,kapják
kap,Subjunctive present indefinite tense,kapjak
kap,Subjunctive present indefinite tense,kapj
kap,Subjunctive present indefinite tense,kapjon
kap,Subjunctive present indefinite tense,kapjunk
kap,Subjunctive present indefinite tense,kapjatok
kap,Subjunctive present indefinite tense,kapjanak
kap,Conjugated infinitives,kapnom
kap,Conjugated infinitives,kapnod
kap,Conjugated infinitives,kapnia
kap,Conjugated infinitives,kapnunk
kap,Conjugated infinitives,kapnotok
kap,Conjugated infinitives,kapniuk
fizet,Present indefinite tense,fizetek
fizet,Present indefinite tense,fizetsz
fizet,Present indefinite tense,fizet
fizet,Present indefinite tense,fizetünk
fizet,Present indefinite tense,fizettek
fizet,Present indefinite tense,fizetnek
fizet,Present definite tense,fizetem
fizet,Present definite tense,fizeted
fizet,Present definite tense,fizeti
fizet,Present definite tense,fizetjük
fizet,Present definite tense,fizetitek
fizet,Present definite tense,fizetik
fizet,Past indefinite tense,fizettem
fizet,Past indefinite tense,fizettél
fizet,Past indefinite tense,fizetett
fizet,Past indefinite tense,fizettünk
fizet,Past indefinite tense,fizettetek
fizet,Past indefinite tense,fizettek
fizet,Past definite tense,fizettem
fizet,Past definite tense,fizetted
fizet,Past definite tense,fizette
fizet,Past definite tense,fizettük
fizet,Past definite tense,fizettétek
fizet,Past definite tense,fizették
fizet,Conditional present indefinite tense,fizetnék
fizet,Conditional present indefinite tense,fizetnél
fizet,Conditional present indefinite tense,fizetne
fizet,Conditional present indefinite tense,fizetnénk
fizet,Conditional present indefinite tense,fizetnétek
fizet,Conditional present indefinite tense,fizetnének
fizet,Conditional present definite tense,fizetném
fizet,Conditional present definite tense,fizetnéd
fizet,Conditional present definite tense,fizetné
fizet,Conditional present definite tense,fizetnénk
fizet,Conditional present definite tense,fizetnétek
fizet,Conditional present definite tense,fizetnék
fizet,Conditional past indefinite tense,fizettem volna
fizet,Conditional past indefinite tense,fizettél volna
fizet,Conditional past indefinite tense,fizetett volna
fizet,Conditional past indefinite tense,fizettünk volna
fizet,Conditional past indefinite tense,fizettetek volna
fizet,Conditional past indefinite tense,fizettek volna
fizet,Conditional past definite tense,fizettem volna
fizet,Conditional past definite tense,fizetted volna
fizet,Conditional past definite tense,fizette volna
fizet,Conditional past definite tense,fizettük volna
fizet,Conditional past definite tense,fizettétek volna
fizet,Conditional past definite tense,fizették volna
fizet,Future indefinite tense,fogok fizetni
fizet,Future indefinite tense,fogsz fizetni
fizet,Future indefinite tense,fog fizetni
fizet,Future indefinite tense,fogunk fizetni
fizet,Future indefinite tense,fogtok fizetni
fizet,Future indefinite tense,fognak fizetni
fizet,Future definite tense,fogom fizetni
fizet,Future definite tense,fogod fizetni
fizet,Future definite tense,fogja fizetni
fizet,Future definite tense,fogjuk fizetni
fizet,Future definite tense,fogjátok fizetni
fizet,Future definite tense,fogják fizetni
fizet,Subjunctive present definite tense,fizessem
fizet,Subjunctive present definite tense,fizesd
fizet,Subjunctive present definite tense,fizesse
fizet,Subjunctive present definite tense,fizessük
fizet,Subjunctive present definite tense,fizessétek
fizet,Subjunctive present definite tense,fizessék
fizet,Subjunctive present indefinite tense,fizessek
fizet,Subjunctive present indefinite tense,fizess
fizet,Subjunctive present indefinite tense,fizessen
fizet,Subjunctive present indefinite tense,fizessünk
fizet,Subjunctive present indefinite tense,fizessetek
fizet,Subjunctive present indefinite tense,fizessenek
fizet,Conjugated infinitives,fizetnem
fizet,Conjugated infinitives,fizetned
fizet,Conjugated infinitives,fizetnie
fizet,Conjugated infinitives,fizetnünk
fizet,Conjugated infinitives,fizetnetek
fizet,Conjugated infinitives,fizetniük
szeret,Present indefinite tense,szeretek
szeret,Present indefinite tense,szeretsz
szeret,Present indefinite tense,szeret
szeret,Present indefinite tense,szeretünk
szeret,Present indefinite tense,szerettek
szeret,Present indefinite tense,szeretnek
szeret,Present definite tense,szeretem
szeret,Present definite tense,szereted
szeret,Present definite tense,szereti
szeret,Present definite tense,szeretjük
szeret,Present definite tense,szeretitek
szeret,Present definite tense,szeretik
szeret,Past indefinite tense,szerettem
szeret,Past indefinite tense,szerettél
szeret,Past indefinite tense,szeretett
szeret,Past indefinite tense,szerettünk
szeret,Past indefinite tense,szerettetek
szeret,Past indefinite tense,szerettek
szeret,Past definite tense,szerettem
szeret,Past definite tense,szeretted
szeret,Past definite tense,szerette
szeret,Past definite tense,szerettük
szeret,Past definite tense,szerettétek
szeret,Past definite tense,szerették
szeret,Conditional present indefinite tense,szeretnék
szeret,Conditional present indefinite tense,szeretnél
szeret,Conditional present indefinite tense,szeretne
szeret,Conditional present indefinite tense,szeretnénk
szeret,Conditional present indefinite tense,szeretnétek
szeret,Conditional present indefinite tense,szeretnének
szeret,Conditional present definite tense,szeretném
szeret,Conditional present definite tense,szeretnéd
szeret,Conditional present definite tense,szeretné
szeret,Conditional present definite tense,szeretnénk
szeret,Conditional present definite tense,szeretnétek
szeret,Conditional present definite tense,szeretnék
szeret,Conditional past indefinite tense,szerettem volna
szeret,Conditional past indefinite tense,szerettél volna
szeret,Conditional past indefinite tense,szeretett volna
szeret,Conditional past indefinite tense,szerettünk volna
szeret,Conditional past indefinite tense,szerettetek volna
szeret,Conditional past indefinite tense,szerettek volna
szeret,Conditional past definite tense,szerettem volna
szeret,Conditional past definite tense,szeretted volna
szeret,Conditional past definite tense,szerette volna
szeret,Conditional past definite tense,szerettük volna
szeret,Conditional past definite tense,szerettétek volna
szeret,Conditional past definite tense,szerették volna
szeret,Future indefinite tense,fogok szeretni
szeret,Future indefinite tense,fogsz szeretni
szeret,Future indefinite tense,fog szeretni
szeret,Future indefinite tense,fogunk szeretni
szeret,Future indefinite tense,fogtok szeretni
szeret,Future indefinite tense,fognak szeretni
szeret,Future definite tense,fogom szeretni
szeret,Future definite tense,fogod szeretni
szeret,Future definite tense,fogja szeretni
szeret,Future definite tense,fogjuk szeretni
szeret,Future definite tense,fogjátok szeretni
szeret,Future definite tense,fogják szeretni
szeret,Subjunctive present definite tense,szeressem
szeret,Subjunctive present definite tense,szeresd
szeret,Subjunctive present definite tense,szeresse
szeret,Subjunctive present definite tense,szeressük
szeret,Subjunctive present definite tense,szeressétek
szeret,Subjunctive present definite tense,szeressék
szeret,Subjunctive present indefinite tense,szeressek
szeret,Subjunctive present indefinite tense,szeress
szeret,Subjunctive present indefinite tense,szeressen
szeret,Subjunctive present indefinite tense,szeressünk
szeret,Subjunctive present indefinite tense,szeressetek
szeret,Subjunctive present indefinite tense,szeressenek
szeret,Conjugated infinitives,szeretnem
szeret,Conjugated infinitives,szeretned
szeret,Conjugated infinitives,szeretnie
szeret,Conjugated infinitives,szeretnünk
szeret,Conjugated infinitives,szeretnetek
szeret,Conjugated infinitives,szeretniük
vár,Present indefinite tense,várok
vár,Present indefinite tense,vársz
vár,Present indefinite tense,vár
vár,Present indefinite tense,várunk
vár,Present indefinite tense,vártok
vár,Present indefinite tense,várnak
vár,Present definite tense,várom
vár,Present definite tense,várod
vár,Present definite tense,várja
vár,Present definite tense,várjuk
vár,Present definite tense,várjátok
vár,Present definite tense,várják
vár,Past indefinite tense,vártam
vár,Past indefinite tense,vártál
vár,Past indefinite tense,várt
vár,Past indefinite tense,vártunk
vár,Past indefinite tense,vártatok
vár,Past indefinite tense,vártak
vár,Past definite tense,vártam
vár,Past definite tense,vártad
vár,Past definite tense,várta
vár,Past definite tense,vártuk
vár,Past definite tense,vártátok
vár,Past definite tense,várták
vár,Conditional present indefinite tense,várnék
vár,Conditional present indefinite tense,várnál
vár,Conditional present indefinite tense,várna
vár,Conditional present indefinite tense,várnánk
vár,Conditional present indefinite tense,várnátok
vár,Conditional present indefinite tense,várnának
vár,Conditional present definite tense,várnám
vár,Conditional present definite tense,várnád
vár,Conditional present definite tense,várná
vár,Conditional present definite tense,várnánk
vár,Conditional present definite tense,várnátok
vár,Conditional present definite tense,várnák
vár,Conditional past indefinite tense,vártam volna
vár,Conditional past indefinite tense,vártál volna
vár,Conditional past indefinite tense,várt volna
vár,Conditional past indefinite tense,vártunk volna
vár,Conditional past indefinite tense,vártatok volna
vár,Conditional past indefinite tense,vártak volna
vár,Conditional past definite tense,vártam volna
vár,Conditional past definite tense,vártad volna
vár,Conditional past definite tense,várta volna
vár,Conditional past definite tense,vártuk volna
vár,Conditional past definite tense,vártátok volna
vár,Conditional past definite tense,várták volna
vár,Future indefinite tense,fogok várni
vár,Future indefinite tense,fogsz várni
vár,Future indefinite tense,fog várni
vár,Future indefinite tense,fogunk várni
vár,Future indefinite tense,fogtok várni
vár,Future indefinite tense,fognak várni
vár,Future definite tense,fogom várni
vár,Future definite tense,fogod várni
vár,Future definite tense,fogja várni
vár,Future definite tense,fogjuk várni
vár,Future definite tense,fogjátok várni
vár,Future definite tense,fogják várni
vár,Subjunctive present definite tense,várjam
vár,Subjunctive present definite tense,várd
vár,Subjunctive present definite tense,várja
vár,Subjunctive present definite tense,várjuk
vár,Subjunctive present definite tense,várjátok
vár,Subjunctive present definite tense,várják
vár,Subjunctive present indefinite tense,várjak
vár,Subjunctive present indefinite tense,várj
vár,Subjunctive present indefinite tense,várjon
vár,Subjunctive present indefinite tense,várjunk
vár,Subjunctive present indefinite tense,várjatok
vár,Subjunctive present indefinite tense,várjanak
vár,Conjugated infinitives,várnom
vár,Conjugated infinitives,várnod
vár,Conjugated infinitives,várnia
vár,Conjugated infinitives,várnunk
vár,Conjugated infinitives,várnotok
vár,Conjugated infinitives,várniuk
segít,Present indefinite tense,segítek
segít,Present indefinite tense,segítesz
segít,Present indefinite tense,segít
segít,Present indefinite tense,segítünk
segít,Present indefinite tense,segítetek
segít,Present indefinite tense,segítenek
segít,Present definite tense,segítem
segít,Present definite tense,segíted
segít,Present definite tense,segíti
segít,Present definite tense,segítjük
segít,Present definite tense,segítitek
segít,Present definite tense,segítik
segít,Past indefinite tense,segítettem
segít,Past indefinite tense,segítettél
segít,Past indefinite tense,segített
segít,Past indefinite tense,segítettünk
segít,Past indefinite tense,segítettetek
segít,Past indefinite tense,segítettek
segít,Past definite tense,segítettem
segít,Past definite tense,segítetted
segít,Past definite tense,segítette
segít,Past definite tense,segítettük
segít,Past definite tense,segítettétek
segít,Past definite tense,segítették
segít,Conditional present indefinite tense,segítenék
segít,Conditional present indefinite tense,segítenél
segít,Conditional present indefinite tense,segítene
segít,Conditional present indefinite tense,segítenénk
segít,Conditional present indefinite tense,segítenétek
segít,Conditional present indefinite tense,segítenének
segít,Conditional present definite tense,segíteném
segít,Conditional present definite tense,segítenéd
segít,Conditional present definite tense,segítené
segít,Conditional present definite tense,segítenénk
segít,Conditional present definite tense,segítenétek
segít,Conditional present definite tense,segítenék
segít,Conditional past indefinite tense,segítettem volna
segít,Conditional past indefinite tense,segítettél volna
segít,Conditional past indefinite tense,segített volna
segít,Conditional past indefinite tense,segítettünk volna
segít,Conditional past indefinite tense,segítettetek volna
segít,Conditional past indefinite tense,segítettek volna
segít,Conditional past definite tense,segítettem volna
segít,Conditional past definite tense,segítetted volna
segít,Conditional past definite tense,segítette volna
segít,Conditional past definite tense,segítettük volna
segít,Conditional past definite tense,segítettétek volna
segít,Conditional past definite tense,segítették volna
segít,Future indefinite tense,fogok segíteni
segít,Future indefinite tense,fogsz segíteni
segít,Future indefinite tense,fog segíteni
segít,Future indefinite tense,fogunk segíteni
segít,Future indefinite tense,fogtok segíteni
segít,Future indefinite tense,fognak segíteni
segít,Future definite tense,fogom segíteni
segít,Future definite tense,fogod segíteni
segít,Future definite tense,fogja segíteni
segít,Future definite tense,fogjuk segíteni
segít,Future definite tense,fogjátok segíteni
segít,Future definite tense,fogják segíteni
segít,Subjunctive present definite tense,segítsem
segít,Subjunctive present definite tense,segítsd
segít,Subjunctive present definite tense,segítse
segít,Subjunctive present definite tense,segítsük
segít,Subjunctive present definite tense,segítsétek
segít,Subjunctive present definite tense,segítsék
